Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
cTOUCH,45,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1611420,1.98941,0,122,0.000150617,0,390,0.012,0,0.286,0.037,0.037,0.05,6.542,1.164,0.002,0,0.044,76.0148,10246,64.9815,640.529,21526,21526
dTOUCH,45,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1850789,2.28492,0,122,0.000150617,0,390,0.015,0,0.002,1.539,1.176,0.044,1.176,3.214,0,0,0.041,97.7695,6008,33.5502,382.647,7,7
reTOUCH,45,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,11521476,14.224,0,122,0.000150617,0,394,0.014,0,0.004,0.035,0.035,0.008,17.691,1.209,0,0,0.006,174.453,2432,128.511,368.01,19531,19531
TOUCH,45,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2466609,2.46661,0,146,0.000146,431,0,0.014,0,0.001,1.888,1.501,0.025,1.501,3.861,0,0,0.023,88.2353,4434,62.5425,434.436,19,19
cTOUCH,45,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,5476060,5.47606,0,146,0.000146,0,428,0.018,0,0.289,0.043,0.043,0.056,15.243,1.169,0.004,0,0.051,74.5033,11584,64.8079,680.546,31855,31855
dTOUCH,45,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2282828,2.28283,0,146,0.000146,0,431,0.016,0,0.002,1.839,1.413,0.05,1.413,3.828,0.002,0,0.046,95.9866,6978,33.5452,429.419,13,13
reTOUCH,45,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7671099,7.6711,0,146,0.000146,0,431,0.016,0,0.005,0.032,0.032,0.009,5.897,1.423,0.001,0,0.007,183.66,2698,127.902,448.159,10538,10538
TOUCH,55,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,64171,6.4171,0,3,0.0003,52,0,0.001,0,0,0.127,0.065,0.005,0.065,0.268,0,0,0.004,35.2941,473,55.7647,113.907,12,12
cTOUCH,55,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,23791,2.3791,0,3,0.0003,0,52,0.001,0,0.003,0.003,0.003,0.005,0,0.123,0,0,0.004,61.2903,980,62.8387,198.055,2730,2730
dTOUCH,55,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,61164,6.1164,0,3,0.0003,2,52,0.003,0,0,0.157,0.067,0.007,0.067,0.337,0,0,0.005,50,791,46.9643,147.87,15,15
reTOUCH,55,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,15363,1.5363,0,3,0.0003,10,53,0.001,0,0.001,0.002,0.002,0.001,0.051,0.183,0,0,0.001,105.882,298,113.941,109.221,787,787
TOUCH,55,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,259080,6.477,0,9,0.000225,94,0,0.005,0,0,0.324,0.202,0.007,0.202,0.674,0,0,0.006,83.871,1444,61.4839,263.249,6,6
cTOUCH,55,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,22678,0.56695,0,9,0.000225,0,94,0.004,0,0.004,0.006,0.006,0.012,0.086,0.206,0,0,0.01,54.8387,1184,63,183.583,3718,3718
dTOUCH,55,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,239070,5.97675,0,9,0.000225,0,94,0.005,0,0,0.312,0.171,0.013,0.171,0.666,0,0,0.012,86.8852,1778,33.4098,226.395,9,9
reTOUCH,55,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,215725,5.39313,0,9,0.000225,0,94,0.004,0,0.001,0.005,0.005,0.002,0.411,0.379,0.002,0.001,0.001,129.032,536,126,147.931,3070,3070
TOUCH,55,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,581174,6.45749,0,21,0.000233333,134,0,0.004,0,0,0.6,0.424,0.013,0.424,1.236,0,0,0.012,65.9574,1503,60.9787,232.87,17,17
cTOUCH,55,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,199105,2.21228,0,21,0.000233333,0,134,0.005,0,0.017,0.011,0.011,0.02,0.879,0.352,0,0,0.018,65.9341,3511,64.4615,372.999,6955,6955
dTOUCH,55,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,541362,6.01513,0,21,0.000233333,0,134,0.006,0,0,0.612,0.389,0.012,0.389,1.266,0,0,0.011,82.7586,2982,37.1379,317.698,16,16
reTOUCH,55,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,341936,3.79929,0,21,0.000233333,0,134,0.008,0,0.001,0.007,0.007,0.003,0.8,0.655,0,0,0.002,163.83,900,124.809,263.393,2250,2250
TOUCH,55,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1033396,6.45873,0,35,0.00021875,175,0,0.01,0,0,0.924,0.686,0.009,0.685,1.888,0,0,0.008,75.8065,2037,61.6935,306.228,16,16
cTOUCH,55,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,495796,3.09872,0,35,0.00021875,0,175,0.01,0,0.043,0.017,0.017,0.021,1.432,0.462,0.001,0,0.019,50,3337,65.2083,319.906,11986,11986
dTOUCH,55,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,951365,5.94603,0,35,0.00021875,0,175,0.01,0,0.001,0.881,0.62,0.022,0.62,1.839,0,0.001,0.021,85.8333,2239,34.7417,256.432,18,18
reTOUCH,55,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1068235,6.67647,0,35,0.00021875,0,175,0.007,0,0.002,0.01,0.01,0.003,1.946,0.854,0,0,0.002,166.129,1071,126.21,269.195,3945,3945
TOUCH,55,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1619912,6.47965,0,47,0.000188,215,0,0.009,0,0.001,1.343,1.01,0.012,1.01,2.733,0,0,0.012,77.6316,4152,62.9605,474.087,18,18
cTOUCH,55,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1262083,5.04833,0,47,0.000188,0,214,0.013,0,0.03,0.021,0.021,0.027,1.833,0.528,0,0,0.024,66.0131,4392,63.9608,462.863,13258,13258
dTOUCH,55,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1478918,5.91567,0,47,0.000188,0,215,0.01,0,0.001,1.224,0.904,0.025,0.904,2.53,0,0,0.023,90.604,3990,33.9664,335.473,15,15
reTOUCH,55,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2737160,10.9486,0,47,0.000188,0,214,0.006,0,0.002,0.017,0.017,0.006,3.999,1.054,0.003,0,0.005,171.053,1155,128.763,282.825,6046,6046
TOUCH,55,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2330927,6.4748,0,68,0.000188889,246,0,0.009,0,0,1.758,1.388,0.016,1.388,3.569,0,0,0.015,76.9231,3645,63.2308,401.818,22,22
cTOUCH,55,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,498243,1.38401,0,68,0.000188889,1,246,0.013,0,0.077,0.024,0.024,0.03,1.005,0.622,0,0,0.027,67.033,3364,64.5769,336.58,14090,14090
dTOUCH,55,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2133736,5.92704,0,68,0.000188889,0,246,0.013,0,0.001,1.644,1.206,0.029,1.206,3.384,0,0,0.027,91.5254,6000,34.7684,449.665,16,16
reTOUCH,55,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,5509140,15.3032,0,68,0.000188889,0,245,0.012,0,0.003,0.02,0.02,0.007,5.015,1.276,0.001,0,0.006,173.626,1493,129.176,316.748,8495,8495
TOUCH,55,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3159733,6.44843,0,95,0.000193878,272,0,0.015,0,0.001,2.31,1.874,0.016,1.874,4.686,0,0,0.015,69.8113,5201,63.4717,507.152,33,33
cTOUCH,55,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1955586,3.99099,0,95,0.000193878,0,273,0.013,0,0.107,0.035,0.035,0.04,4.003,0.764,0.001,0,0.036,57.5472,3554,64.75,324.743,25039,25039
dTOUCH,55,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2887662,5.89319,0,95,0.000193878,0,272,0.013,0,0.002,2.136,1.635,0.033,1.635,4.381,0,0,0.031,88.9423,7000,34.1731,484.165,24,24
reTOUCH,55,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,10985867,22.4201,0,95,0.000193878,0,273,0.013,0,0.003,0.026,0.026,0.007,11.162,1.67,0.002,0,0.006,173.585,2143,129.5,358.264,12168,12168
TOUCH,55,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4118282,6.43482,0,116,0.00018125,317,0,0.016,0,0.001,3.53,3.009,0.021,3.009,7.139,0,0,0.019,75,5246,64.025,491.372,31,31
cTOUCH,55,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3299363,5.15525,0,116,0.00018125,0,316,0.012,0,0.267,0.036,0.036,0.045,3.689,1.192,0.005,0,0.04,65.5602,6660,65.0788,543.312,20861,20861
dTOUCH,55,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3746076,5.85324,0,116,0.00018125,0,317,0.01,0,0.001,2.689,2.141,0.04,2.141,5.496,0,0.001,0.037,89.6996,6424,35.1416,427.929,25,25
reTOUCH,55,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,10188554,15.9196,0,116,0.00018125,0,316,0.015,0,0.003,0.029,0.029,0.008,11.273,2.01,0,0,0.006,180,2624,130.7,420.224,10628,10628
TOUCH,55,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,5251128,6.48287,0,159,0.000196296,365,0,0.016,0,0.002,3.578,3.01,0.021,3.01,7.236,0,0,0.02,92.7007,6487,63.0292,568.239,11,11
cTOUCH,55,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2808923,3.46781,0,159,0.000196296,0,364,0.016,0,0.28,0.043,0.042,0.049,2.717,1.364,0,0,0.044,76.7528,10479,65.0775,654.229,23000,23000
dTOUCH,55,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4757563,5.87353,0,159,0.000196296,0,365,0.013,0,0.002,3.53,2.895,0.05,2.895,7.202,0.002,0,0.048,98.1481,7282,33.4185,454.109,6,6
reTOUCH,55,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,8692781,10.7318,0,159,0.000196296,0,365,0.015,0,0.004,0.03,0.03,0.009,12.059,2.458,0,0,0.007,185.401,2699,128.723,497.61,7083,7083
TOUCH,55,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6468794,6.46879,0,190,0.00019,400,0,0.015,0,0.002,4.362,3.728,0.026,3.728,8.812,0,0,0.024,88.8889,4461,62.7451,441.389,18,18
cTOUCH,55,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,9454022,9.45402,0,190,0.00019,0,399,0.018,0,0.276,0.054,0.054,0.059,25.681,1.308,0.001,0.001,0.053,75.8278,12000,64.904,704.204,35085,35085
dTOUCH,55,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,5861517,5.86152,0,190,0.00019,0,400,0.016,0,0.002,3.874,3.25,0.048,3.25,7.894,0,0,0.045,96.3211,5464,33.5318,394.752,12,12
reTOUCH,55,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,13331883,13.3319,0,190,0.00019,0,400,0.018,0,0.005,0.038,0.037,0.009,13.508,2.488,0.001,0,0.007,186.928,2847,128.105,501.242,8651,8651
TOUCH,65,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,143490,14.349,0,3,0.0003,46,0,0.003,0,0,0.22,0.142,0.004,0.142,0.458,0,0,0.003,29.4118,487,56.1176,118.009,13,13
cTOUCH,65,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,38138,3.8138,0,3,0.0003,0,45,0.002,0,0.003,0.003,0.003,0.008,0.266,0.193,0,0,0.007,58.0645,1004,63.0645,201.256,2852,2852
dTOUCH,65,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,133671,13.3671,0,3,0.0003,0,46,0.004,0,0,0.218,0.111,0.005,0.111,0.459,0,0,0.005,50,772,46.1429,144.834,15,15
reTOUCH,65,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,32728,3.2728,0,3,0.0003,6,46,0.001,0,0.002,0.002,0.002,0.001,0.307,0.307,0,0,0.001,100,330,114.588,113.076,854,854
TOUCH,65,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,586790,14.6698,0,10,0.00025,84,0,0.005,0,0,0.601,0.395,0.009,0.395,1.231,0,0,0.008,83.871,1492,61.8065,269.974,6,6
cTOUCH,65,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,37462,0.93655,0,10,0.00025,0,84,0.003,0,0.006,0.007,0.007,0.014,0.221,0.28,0,0,0.013,53.2258,1156,63.1613,187.188,4177,4177
dTOUCH,65,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,523372,13.0843,0,10,0.00025,0,84,0.005,0,0,0.568,0.361,0.01,0.361,1.173,0,0,0.009,85.2459,1799,33.3607,228.911,10,10
reTOUCH,65,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,443207,11.0802,0,10,0.00025,0,84,0.006,0,0.002,0.007,0.006,0.003,0.602,0.668,0,0,0.002,119.355,623,126.323,166.808,3707,3707
TOUCH,65,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1324244,14.7138,0,25,0.000277778,119,0,0.008,0,0,1.176,0.898,0.008,0.898,2.387,0,0,0.007,68.0851,1543,61.2979,239.995,16,16
