Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
TOUCH,135,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,152716051,610.864,0,175,0.0007,83,0,0.008,0,0.001,83.424,81.052,0.011,81.052,166.891,0.008,0,0.01,88.1579,4510,64.6974,514.623,10,10
cTOUCH,135,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,18647312,74.5892,0,175,0.0007,0,83,0.007,0,0.026,0.058,0.058,0.027,16.236,2.169,0.002,0,0.023,83.0065,5859,64.817,529.246,16799,16799
dTOUCH,135,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,117378352,469.513,0,175,0.0007,0,83,0.01,0,0.001,60.68,58.762,0.025,58.762,121.441,0.006,0,0.023,96.7105,5000,32.9276,404.215,6,6
reTOUCH,135,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,35636406,142.546,0,175,0.0007,0,83,0.01,0,0.002,0.052,0.052,0.004,23.517,9.971,0,0,0.003,184.211,2299,130.487,454.568,6188,6188
TOUCH,135,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,219120871,608.669,0,251,0.000697222,96,0,0.012,0,0.001,111.075,108.314,0.016,108.314,222.211,0.01,0,0.015,87.9121,4668,64.8791,492.719,12,12
cTOUCH,135,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,14122369,39.2288,0,251,0.000697222,0,96,0.015,0,0.092,0.093,0.092,0.037,13.225,2.508,0.001,0.001,0.034,79.1209,3700,65.4066,381.724,29149,29149
dTOUCH,135,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,168426674,467.852,0,251,0.000697222,0,96,0.011,0,0.001,83.253,80.983,0.031,80.983,166.6,0.01,0,0.029,97.2376,6000,33.1934,444.74,6,6
reTOUCH,135,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,86040658,239.002,0,251,0.000697222,0,96,0.014,0,0.002,0.076,0.076,0.006,53.807,12.286,0.002,0,0.005,186.813,3080,130.813,502.008,8030,8030
TOUCH,135,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,297978081,608.119,0,346,0.000706122,103,0,0.017,0,0.001,146.435,143.206,0.018,143.206,292.947,0.018,0,0.016,88.6792,6204,65.066,600.914,13,13
cTOUCH,135,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,27997872,57.1385,0,346,0.000706122,0,103,0.015,0,0.143,0.118,0.118,0.039,22.499,2.888,0.005,0,0.034,80.6604,3386,65.5519,384.348,37962,37962
dTOUCH,135,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,228215821,465.747,0,346,0.000706122,0,103,0.009,0,0.001,122.675,119.999,0.035,119.999,245.451,0.014,0,0.033,98.0952,7000,33.3762,481.892,5,5
reTOUCH,135,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,180909660,369.203,0,346,0.000706122,0,103,0.016,0,0.003,0.102,0.102,0.008,99.013,15.408,0.004,0,0.007,186.792,4297,131.104,557.239,11304,11304
TOUCH,135,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,389941518,609.284,0,437,0.000682813,122,0,0.014,0,0.001,196.345,192.465,0.02,192.465,392.764,0.02,0,0.018,91.6667,6718,65.65,613.469,11,11
cTOUCH,135,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,42725568,66.7587,0,437,0.000682813,0,122,0.011,0,0.278,0.146,0.146,0.048,39.186,3.92,0.002,0.001,0.043,82.5726,7269,65.8838,621.932,35213,35213
dTOUCH,135,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,298402289,466.254,0,437,0.000682813,0,122,0.01,0,0.001,174.764,171.727,0.042,171.727,349.646,0.02,0,0.04,98.3264,8000,33.5314,516.39,5,5
reTOUCH,135,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,311999837,487.5,0,437,0.000682813,0,122,0.009,0,0.003,0.133,0.133,0.01,174.227,16.843,0.001,0,0.008,188.333,5331,132.317,619.857,13743,13743
TOUCH,135,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,495380712,611.581,0,578,0.00071358,138,0,0.018,0,0.001,255.925,251.515,0.023,251.515,511.937,0.03,0,0.021,94.1606,5760,64.6861,546.185,9,9
cTOUCH,135,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,55437738,68.4417,0,578,0.00071358,0,138,0.01,0,0.251,0.183,0.183,0.057,56.016,4.318,0.003,0,0.052,88.1919,12301,65.9114,758.122,38101,38101
dTOUCH,135,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,376407971,464.701,0,578,0.00071358,0,138,0.02,0,0.002,197.188,193.56,0.049,193.56,394.534,0.024,0,0.045,98.9011,5963,32.9853,403.663,4,4
reTOUCH,135,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,548877160,677.626,0,578,0.00071358,0,138,0.017,0,0.004,0.163,0.163,0.009,298.473,18.437,0.001,0,0.007,188.321,6178,130.38,644.779,16702,16702
TOUCH,135,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,610481707,610.482,0,714,0.000714,160,0,0.015,0,0.002,303.825,298.929,0.028,298.928,607.743,0.038,0,0.026,92.8105,4395,64.3137,498.392,12,12
cTOUCH,135,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,122993446,122.993,0,714,0.000714,0,159,0.016,0,0.222,0.242,0.242,0.064,118.138,4.472,0.003,0,0.057,88.4106,14669,65.6987,852.8,47028,47028
dTOUCH,135,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,463700108,463.7,0,714,0.000714,0,160,0.013,0,0.002,253.126,248.905,0.052,248.905,506.401,0.029,0,0.048,98.6799,6127,33.0099,415.103,5,5
reTOUCH,135,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,574246797,574.247,0,714,0.000714,0,160,0.019,0,0.004,0.201,0.201,0.009,309.565,21.382,0.002,0,0.007,189.542,6843,129.673,679.941,17273,17273
TOUCH,145,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,8456431,845.643,0,10,0.001,17,0,0.002,0,0.001,5.807,5.148,0.002,5.148,11.626,0,0,0.002,35.2941,519,57.8235,140.012,12,12
cTOUCH,145,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,290858,29.0858,0,10,0.001,0,16,0.001,0,0.004,0.006,0.006,0.009,0.934,1.098,0,0,0.007,58.0645,1155,64,223.261,3396,3396
dTOUCH,145,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6648551,664.855,0,10,0.001,0,17,0.003,0,0.001,4.935,4.24,0.006,4.24,9.899,0,0,0.006,63.3333,995,37.5,178.296,12,12
reTOUCH,145,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,672433,67.2433,0,10,0.001,0,16,0.002,0,0,0.006,0.006,0.001,0.642,2.936,0,0,0.001,117.647,722,116.706,172.767,2179,2179
TOUCH,145,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,35119259,877.981,0,34,0.00085,32,0,0.003,0,0.001,21.24,19.907,0.006,19.907,42.501,0.002,0,0.006,83.871,1736,63.4839,307.859,6,6
cTOUCH,145,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1316456,32.9114,0,34,0.00085,0,32,0.003,0,0.005,0.018,0.018,0.015,1.497,1.536,0,0,0.013,56.4516,1735,64,249.995,8253,8253
dTOUCH,145,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,26216824,655.421,0,34,0.00085,0,32,0.002,0,0,15.461,14.412,0.008,14.412,30.951,0,0,0.007,93.5484,2000,32.4194,251.925,5,5
reTOUCH,145,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4637093,115.927,0,34,0.00085,0,32,0.006,0,0.001,0.014,0.014,0.002,2.029,5.694,0,0,0.001,161.29,1122,128,276.029,2690,2690
TOUCH,145,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,79921241,888.014,0,71,0.000788889,41,0,0.003,0,0,46.492,44.574,0.006,44.574,93.004,0,0,0.006,72.3404,1577,62.9574,270.018,14,14
cTOUCH,145,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3221006,35.789,0,71,0.000788889,0,41,0.007,0,0.017,0.03,0.03,0.022,3.087,1.958,0,0,0.019,78.022,4137,65.4835,436.93,9892,9892
dTOUCH,145,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,59975702,666.397,0,71,0.000788889,0,41,0.008,0,0,34.018,32.476,0.018,32.476,68.099,0,0,0.016,89.3617,1936,32.5213,225.54,11,11
reTOUCH,145,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,29372654,326.363,0,71,0.000788889,0,42,0.008,0,0.002,0.031,0.031,0.003,18.835,7.895,0,0,0.003,165.957,2215,126.766,369.221,6096,6096
TOUCH,145,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,141999216,887.495,0,136,0.00085,57,0,0.008,0,0.001,76.217,73.734,0.012,73.734,152.479,0.008,0,0.011,87.0968,2658,63.5968,362.901,9,9
cTOUCH,145,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7059385,44.1212,0,136,0.00085,0,57,0.006,0,0.047,0.056,0.056,0.024,6.12,2.285,0.003,0,0.021,70.8333,4322,66.1917,411.759,20104,20104
dTOUCH,145,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,105878515,661.741,0,136,0.00085,0,57,0.009,0,0.001,59.651,57.769,0.019,57.769,119.368,0.006,0,0.019,95.1613,3967,32.5242,354.778,7,7
reTOUCH,145,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,20532695,128.329,0,136,0.00085,0,58,0.009,0,0.002,0.044,0.044,0.003,12.37,10.352,0,0,0.003,180.645,2056,128.097,414.083,4968,4968
TOUCH,145,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,220674552,882.698,0,203,0.000812,72,0,0.005,0,0.001,113.038,110.057,0.013,110.057,226.115,0.012,0,0.012,88.1579,4552,64.8421,519.309,10,10
cTOUCH,145,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,23415186,93.6607,0,203,0.000812,0,72,0.008,0,0.027,0.071,0.071,0.028,12.769,2.78,0,0,0.025,83.6601,6027,64.8889,538.035,17228,17228
dTOUCH,145,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,164090668,656.363,0,203,0.000812,0,72,0.01,0,0.001,90.32,88.061,0.024,88.06,180.716,0.01,0,0.023,96.7105,5000,32.9211,404.215,6,6
reTOUCH,145,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,50489770,201.959,0,203,0.000812,0,72,0.011,0,0.002,0.065,0.065,0.003,31.786,12.581,0,0,0.002,184.211,2297,130.632,458.831,6649,6649
TOUCH,145,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,316793461,879.982,0,285,0.000791667,83,0,0.007,0,0.001,165.01,161.554,0.021,161.554,330.08,0.016,0,0.02,87.9121,4789,65.022,504.156,12,12
cTOUCH,145,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,18863769,52.3994,0,285,0.000791667,0,83,0.007,0,0.1,0.108,0.108,0.033,16.97,3.116,0.005,0,0.029,80.2198,3848,65.478,387.784,31178,31178
dTOUCH,145,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,235562405,654.34,0,285,0.000791667,0,83,0.01,0,0.001,129.164,126.516,0.032,126.516,258.427,0.012,0,0.03,97.2527,6000,32.9945,443.524,6,6
reTOUCH,145,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,122199180,339.442,0,285,0.000791667,0,83,0.01,0,0.003,0.098,0.098,0.004,78.58,15.692,0,0,0.003,186.813,3303,130.956,511.952,8586,8586
TOUCH,145,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,430781000,879.145,0,386,0.000787755,89,0,0.009,0,0.001,217.685,213.619,0.017,213.619,435.426,0.024,0,0.016,89.6226,6293,65.1981,609.317,12,12
cTOUCH,145,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,35783767,73.0281,0,386,0.000787755,0,89,0.009,0,0.15,0.142,0.142,0.038,26.474,3.528,0.002,0,0.034,79.717,3454,65.6179,391.218,40179,40179
dTOUCH,145,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,320200506,653.47,0,386,0.000787755,0,89,0.015,0,0.001,177.456,174.448,0.043,174.448,355.043,0.018,0,0.04,98.5849,7000,33.0425,479.625,4,4
reTOUCH,145,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,250615507,511.46,0,386,0.000787755,0,89,0.014,0,0.003,0.114,0.114,0.007,143.68,16.805,0,0,0.006,185.849,4590,131.236,573.673,12038,12038
